Campaign name,Campaign ID,Campaign delivery,Results,Result indicator,Reporting starts,Reporting ends,Reach,Impressions,Ad set budget,Ad set budget type,Amount spent (INR),Objective,Frequency,Clicks (all),CPC (all) (INR),CTR (all),"Cost per 1,000 people reached (INR)","CPM (cost per 1,000 impressions) (INR)",Page engagement,Cost per results
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-12-01,2021-12-01,4253,5334,Using ad set budget,0,1606.1,Lead Generation,1.254174,37,43.408108,0.693663,377.639313,301.106112,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-30,2021-11-30,542,554,Using ad set budget,0,333.06,Lead Generation,1.02214,2,166.53,0.361011,614.501845,601.191336,,
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,1,actions:onsite_conversion.lead_grouped,2021-11-23,2021-11-23,3554,4048,Using ad set budget,0,1134.98,Lead Generation,1.138998,121,9.38,2.98913,319.352842,280.380435,,1134.98
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,,,2021-11-23,2021-11-23,2614,2823,Using ad set budget,0,474.59,Lead Generation,1.079954,69,6.878116,2.444208,181.557001,168.11548,,
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,,,2021-11-22,2021-11-22,3298,3681,Using ad set budget,0,1145.24,Lead Generation,1.116131,106,10.804151,2.879652,347.252881,311.121978,,
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,1,actions:onsite_conversion.lead_grouped,2021-11-22,2021-11-22,6932,7744,Using ad set budget,0,1151.95,Lead Generation,1.117138,237,4.860549,3.060434,166.178592,148.753874,,1151.95
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,,,2021-11-21,2021-11-21,952,967,Using ad set budget,0,267.23,Lead Generation,1.015756,18,14.846111,1.861427,280.703782,276.349535,,
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,,,2021-11-21,2021-11-21,1451,1497,Using ad set budget,0,273.31,Lead Generation,1.031702,46,5.941522,3.072812,188.359752,182.57181,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-21,2021-11-21,884,911,Using ad set budget,0,389.33,Lead Generation,1.030543,11,35.393636,1.207464,440.418552,427.365532,,
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,2,actions:onsite_conversion.lead_grouped,2021-11-20,2021-11-20,2287,2317,Using ad set budget,0,790.14,Lead Generation,1.013118,37,21.355135,1.596893,345.491911,341.018558,,395.07
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,3,actions:onsite_conversion.lead_grouped,2021-11-20,2021-11-20,5224,5341,Using ad set budget,0,899.81,Lead Generation,1.022397,94,9.572447,1.75997,172.245406,168.472196,,299.93666666667
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-20,2021-11-20,3624,4075,Using ad set budget,0,1529.72,Lead Generation,1.124448,77,19.866494,1.889571,422.108168,375.391411,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-18,2021-11-18,1244,1340,Using ad set budget,0,770.9,Lead Generation,1.07717,32,24.090625,2.38806,619.694534,575.298507,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-17,2021-11-17,2747,3273,Using ad set budget,0,1754.59,Lead Generation,1.191482,68,25.802794,2.077605,638.729523,536.080049,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-16,2021-11-16,3444,3545,Using ad set budget,0,1799.54,Lead Generation,1.029326,57,31.570877,1.607898,522.514518,507.627645,,
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,4,actions:onsite_conversion.lead_grouped,2021-11-14,2021-11-14,5714,6412,Using ad set budget,0,2270.14,Lead Generation,1.122156,190,11.948105,2.963194,397.294365,354.04554,,567.535
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,3,actions:onsite_conversion.lead_grouped,2021-11-13,2021-11-13,7918,8607,Using ad set budget,0,2867.65,Lead Generation,1.087017,189,15.172751,2.195887,362.168477,333.176484,,955.88333333333
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,2,actions:onsite_conversion.lead_grouped,2021-11-12,2021-11-12,7978,9111,Using ad set budget,0,2924.55,Lead Generation,1.142016,221,13.233258,2.425639,366.576836,320.99111,,1462.275
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,6,actions:onsite_conversion.lead_grouped,2021-11-11,2021-11-11,7165,8519,Using ad set budget,0,2832.62,Lead Generation,1.188974,223,12.702332,2.617678,395.341242,332.506163,,472.10333333333
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,5,actions:onsite_conversion.lead_grouped,2021-11-10,2021-11-10,8373,8959,Using ad set budget,0,2467.25,Lead Generation,1.069987,248,9.948589,2.768166,294.667383,275.393459,,493.45
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,6,actions:onsite_conversion.lead_grouped,2021-11-09,2021-11-09,6006,7009,Using ad set budget,0,1887.94,Lead Generation,1.167,256,7.374766,3.652447,314.342324,269.359395,,314.65666666667
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,3,actions:onsite_conversion.lead_grouped,2021-11-08,2021-11-08,7398,7713,Using ad set budget,0,2130.3,Lead Generation,1.042579,203,10.494089,2.63192,287.956204,276.196033,,710.1
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-08,2021-11-08,1899,1949,Using ad set budget,0,497.45,Lead Generation,1.02633,23,21.628261,1.180092,261.95366,255.233453,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-07,2021-11-07,3301,3692,Using ad set budget,0,1518.23,Lead Generation,1.118449,70,21.689,1.895991,459.930324,411.22156,,
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,2,actions:onsite_conversion.lead_grouped,2021-11-06,2021-11-06,1836,1871,Using ad set budget,0,392.15,Lead Generation,1.019063,51,7.689216,2.725815,213.589325,209.5938,,196.075
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,4,actions:onsite_conversion.lead_grouped,2021-11-06,2021-11-06,3619,3706,Using ad set budget,0,856.69,Lead Generation,1.02404,55,15.576182,1.48408,236.720088,231.162979,,214.1725
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-11-06,2021-11-06,2768,3046,Using ad set budget,0,1792.85,Lead Generation,1.100434,64,28.013281,2.101116,647.705925,588.591596,,
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,4,actions:onsite_conversion.lead_grouped,2021-11-05,2021-11-05,6570,6922,Using ad set budget,0,1113.07,Lead Generation,1.053577,136,8.184338,1.96475,169.417047,160.801791,,278.2675
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,4,actions:onsite_conversion.lead_grouped,2021-11-05,2021-11-05,11083,11423,Using ad set budget,0,2105.71,Lead Generation,1.030678,207,10.172512,1.812133,189.994586,184.339491,,526.4275
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,3,actions:onsite_conversion.lead_grouped,2021-11-04,2021-11-04,7487,7874,Using ad set budget,0,1217.01,Lead Generation,1.05169,156,7.801346,1.981204,162.549753,154.560579,,405.67
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,8,actions:onsite_conversion.lead_grouped,2021-11-04,2021-11-04,11805,12717,Using ad set budget,0,2001.67,Lead Generation,1.077255,226,8.856947,1.777149,169.561203,157.401117,,250.20875
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,5,actions:onsite_conversion.lead_grouped,2021-11-03,2021-11-03,7986,8459,Using ad set budget,0,1185.6,Lead Generation,1.059229,137,8.654015,1.619577,148.459805,140.158411,,237.12
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,1,actions:onsite_conversion.lead_grouped,2021-11-03,2021-11-03,11524,12285,Using ad set budget,0,2032.86,Lead Generation,1.066036,197,10.319086,1.603582,176.402291,165.474969,,2032.86
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,10,actions:onsite_conversion.lead_grouped,2021-11-02,2021-11-02,7352,7948,Using ad set budget,0,1226.57,Lead Generation,1.081066,230,5.332913,2.89381,166.834875,154.324358,,122.657
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,3,actions:onsite_conversion.lead_grouped,2021-11-02,2021-11-02,12378,12873,Using ad set budget,0,1991.89,Lead Generation,1.03999,235,8.476128,1.825526,160.921797,154.733939,,663.96333333333
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,3,actions:onsite_conversion.lead_grouped,2021-11-01,2021-11-01,8450,9290,Using ad set budget,0,1189.32,Lead Generation,1.099408,160,7.43325,1.722282,140.747929,128.021529,,396.44
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,4,actions:onsite_conversion.lead_grouped,2021-11-01,2021-11-01,15900,16785,Using ad set budget,0,2029.49,Lead Generation,1.05566,187,10.852888,1.11409,127.640881,120.910932,,507.3725
SVGI-AJ-LG-31-Oct-21,6258375131557,inactive,,,2021-10-31,2021-10-31,166,170,Using ad set budget,0,14.8,Lead Generation,1.024096,2,7.4,1.176471,89.156627,87.058824,,
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,9,actions:onsite_conversion.lead_grouped,2021-10-31,2021-10-31,21607,23150,Using ad set budget,0,3204.01,Lead Generation,1.071412,263,12.182548,1.136069,148.285741,138.40216,,356.00111111111
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,7,actions:onsite_conversion.lead_grouped,2021-10-30,2021-10-30,14211,15197,Using ad set budget,0,2862.46,Lead Generation,1.069383,148,19.340946,0.973876,201.425656,188.356913,,408.92285714286
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,3,actions:onsite_conversion.lead_grouped,2021-10-29,2021-10-29,5998,6624,Using ad set budget,0,953.13,Lead Generation,1.104368,43,22.165814,0.649155,158.907969,143.890399,,317.71
SVGI-TN&KL-27-Oct-21,6257853802757,inactive,1,actions:onsite_conversion.lead_grouped,2021-10-28,2021-10-28,3794,4007,Using ad set budget,0,623.89,Lead Generation,1.056141,25,24.9556,0.623908,164.441223,155.700025,,623.89
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-20,2021-10-20,3739,3915,Using ad set budget,0,1193.79,Lead Generation,1.047071,56,21.317679,1.430396,319.280556,304.927203,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-19,2021-10-19,5642,6010,Using ad set budget,0,1763.37,Lead Generation,1.065225,71,24.836197,1.181364,312.543424,293.40599,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-18,2021-10-18,1090,1118,Using ad set budget,0,375.66,Lead Generation,1.025688,16,23.47875,1.431127,344.642202,336.010733,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-17,2021-10-17,4399,4779,Using ad set budget,0,1531.32,Lead Generation,1.086383,58,26.402069,1.213643,348.106388,320.426868,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-16,2021-10-16,4540,5029,Using ad set budget,0,1760.8,Lead Generation,1.107709,64,27.5125,1.272619,387.84141,350.12925,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-10,2021-10-10,1588,1644,Using ad set budget,0,640.79,Lead Generation,1.035264,31,20.670645,1.885645,403.520151,389.774939,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-09,2021-10-09,4189,4587,Using ad set budget,0,1756.94,Lead Generation,1.095011,78,22.524872,1.700458,419.417522,383.025943,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-08,2021-10-08,3229,3558,Using ad set budget,0,1759.49,Lead Generation,1.101889,75,23.459867,2.107926,544.902447,494.516582,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-10-07,2021-10-07,614,618,Using ad set budget,0,404.27,Lead Generation,1.006515,12,33.689167,1.941748,658.420195,654.158576,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-26,2021-09-26,1486,1596,Using ad set budget,0,828.47,Lead Generation,1.074024,69,12.006812,4.323308,557.516824,519.091479,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-25,2021-09-25,2216,2404,Using ad set budget,0,1107.2,Lead Generation,1.084838,53,20.890566,2.204659,499.638989,460.565724,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-22,2021-09-22,832,897,Using ad set budget,0,383.94,Lead Generation,1.078125,13,29.533846,1.449275,461.466346,428.026756,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-21,2021-09-21,1459,1605,Using ad set budget,0,679.28,Lead Generation,1.100069,41,16.567805,2.554517,465.579164,423.227414,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-16,2021-09-16,1064,1103,Using ad set budget,0,521.42,Lead Generation,1.036654,38,13.721579,3.44515,490.056391,472.728921,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-15,2021-09-15,2293,2523,Using ad set budget,0,1169.39,Lead Generation,1.100305,49,23.865102,1.942132,509.982556,463.491875,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-09,2021-09-09,2220,2374,Using ad set budget,0,949.76,Lead Generation,1.069369,49,19.382857,2.064027,427.81982,400.067397,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-08,2021-09-08,6530,7339,Using ad set budget,0,2332.89,Lead Generation,1.12389,104,22.431635,1.417087,357.257274,317.875732,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-06,2021-09-06,865,890,Using ad set budget,0,365.84,Lead Generation,1.028902,13,28.141538,1.460674,422.936416,411.05618,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-05,2021-09-05,3288,3494,Using ad set budget,0,776.63,Lead Generation,1.062652,36,21.573056,1.030338,236.201338,222.275329,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-04,2021-09-04,2014,2174,Using ad set budget,0,891.99,Lead Generation,1.079444,25,35.6796,1.149954,442.894737,410.298988,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-03,2021-09-03,3830,4212,Using ad set budget,0,992.43,Lead Generation,1.099739,41,24.20561,0.973409,259.120104,235.619658,,
AskJuno-LG-02-Sep-21,6251478734957,inactive,,,2021-09-02,2021-09-02,2670,2853,Using ad set budget,0,680.29,Lead Generation,1.068539,28,24.296071,0.981423,254.790262,238.447249,,
Canada Performance marketing-23-June-21,6244102388157,inactive,1,actions:onsite_conversion.lead_grouped,2021-07-13,2021-07-13,373,397,Using ad set budget,0,711.71,Lead Generation,1.064343,10,71.171,2.518892,1908.069705,1792.720403,,711.71
Canada Performance marketing-23-June-21,6244102388157,inactive,,,2021-07-12,2021-07-12,261,261,Using ad set budget,0,476.2,Lead Generation,1,1,476.2,0.383142,1824.521073,1824.521073,,
AJ-Recruitment-Adbuddy_Boring_kalam_Ver_1.0,6149808687957,inactive,,,2019-12-31,2019-12-31,311,312,Using ad set budget,0,30.98,Lead Generation,1.003215,1,30.98,0.320513,99.614148,99.294872,1,
Max-life-Form-24-Dec-19-Ver-1.0-Srirangam,6148671691357,inactive,16,actions:onsite_conversion.lead_grouped,2019-12-31,2019-12-31,2233,2313,200,Daily,130.27,Lead Generation,1.035826,105,1.240667,4.539559,58.338558,56.320796,67,8.141875
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,7,actions:onsite_conversion.lead_grouped,2019-12-31,2019-12-31,949,983,300,Daily,64.29,Lead Generation,1.035827,59,1.089661,6.002035,67.744995,65.401831,37,9.1842857142857
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,6,actions:onsite_conversion.lead_grouped,2019-12-31,2019-12-31,6566,6740,Using ad set budget,0,522.85,Lead Generation,1.0265,174,3.004885,2.581602,79.629912,77.574184,175,87.141666666667
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2019-12-31,2019-12-31,2435,2463,800,Daily,499.8,Lead Generation,1.011499,31,16.122581,1.258628,205.256674,202.923264,44,499.8
Max-life-Form-24-Dec-19-Ver-1.0-Srirangam,6148671691357,inactive,36,actions:onsite_conversion.lead_grouped,2019-12-30,2019-12-30,3884,4158,200,Daily,201.34,Lead Generation,1.070546,175,1.150514,4.208754,51.838311,48.422318,105,5.5927777777778
