Campaign name,Campaign ID,Campaign delivery,Results,Result indicator,Reporting starts,Reporting ends,Reach,Impressions,Ad set budget,Ad set budget type,Amount spent (INR),Objective,Frequency,Clicks (all),CPC (all) (INR),CTR (all),"Cost per 1,000 people reached (INR)","CPM (cost per 1,000 impressions) (INR)",Page engagement,Cost per results
"Panchathara-Post: ""Exotic Gold Designer jewels @ exciting prices....""",6147175149157,inactive,66,actions:post_engagement,2019-12-16,2019-12-16,176,176,300,Lifetime,19.9,Engagement,1,5,3.98,2.840909,113.068182,113.068182,66,0.30151515151515
"Panchathara-Post: ""ஆச்சர்யத்தின் ஆரம்பம்... உங்கள் எதிர்பார்ப்பை...""",6147172919557,inactive,36,actions:post_engagement,2019-12-16,2019-12-16,166,166,300,Lifetime,18.95,Engagement,1,36,0.526389,21.686747,114.156627,114.156627,36,0.52638888888889
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,1,actions:onsite_conversion.lead_grouped,2019-12-16,2019-12-16,1194,1286,500,Daily,379.88,Lead Generation,1.077052,63,6.029841,4.898911,318.157454,295.396579,19,379.88
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,8,actions:onsite_conversion.lead_grouped,2019-12-16,2019-12-16,5988,6246,Using ad set budget,0,804.95,Lead Generation,1.043086,230,3.499783,3.682357,134.427188,128.87448,197,100.61875
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,,,2019-12-16,2019-12-16,3787,3959,800,Daily,1074.77,Lead Generation,1.045419,51,21.073922,1.288204,283.805123,271.47512,58,
"Pan-Askjuno-Post ""ஆச்சர்யத்தின் ஆரம்பம்... உங்கள் எதிர்பார்ப்பை...""",6146933771757,inactive,78,actions:post_engagement,2019-12-15,2019-12-15,2702,2711,150,Lifetime,150,Engagement,1.003331,108,1.388889,3.98377,55.514434,55.330136,78,1.9230769230769
"Pan-Askjuno-Post: ""Exotic Gold Designer jewels @ exciting prices....""",6146933395157,inactive,510,actions:post_engagement,2019-12-15,2019-12-15,1495,1537,150,Lifetime,150,Engagement,1.028094,96,1.5625,6.245934,100.334448,97.592713,510,0.29411764705882
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,3,actions:onsite_conversion.lead_grouped,2019-12-15,2019-12-15,1309,1435,500,Daily,514.68,Lead Generation,1.096257,67,7.681791,4.66899,393.185638,358.662021,25,171.56
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2019-12-15,2019-12-15,6480,6613,Using ad set budget,0,805.86,Lead Generation,1.020525,208,3.874327,3.14532,124.361111,121.859973,221,161.172
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2019-12-15,2019-12-15,3646,3791,800,Daily,982.12,Lead Generation,1.03977,59,16.646102,1.556318,269.369172,259.066209,66,327.37333333333
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,6,actions:onsite_conversion.lead_grouped,2019-12-14,2019-12-14,1002,1087,500,Daily,489.61,Lead Generation,1.08483,61,8.026393,5.611776,488.632735,450.423183,30,81.601666666667
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,8,actions:onsite_conversion.lead_grouped,2019-12-14,2019-12-14,7040,7284,Using ad set budget,0,799.13,Lead Generation,1.034659,197,4.056497,2.704558,113.512784,109.710324,243,99.89125
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,5,actions:onsite_conversion.lead_grouped,2019-12-14,2019-12-14,4893,5019,800,Daily,971.44,Lead Generation,1.025751,85,11.428706,1.693564,198.536685,193.552501,122,194.288
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-13,2019-12-13,1206,1302,500,Daily,481.04,Lead Generation,1.079602,67,7.179701,5.145929,398.872305,369.462366,28,240.52
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,9,actions:onsite_conversion.lead_grouped,2019-12-13,2019-12-13,7520,7592,Using ad set budget,0,796.69,Lead Generation,1.009574,175,4.552514,2.305058,105.942819,104.938093,283,88.521111111111
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-13,2019-12-13,3451,3604,800,Daily,984.65,Lead Generation,1.044335,68,14.480147,1.886792,285.323095,273.210322,106,492.325
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,3,actions:onsite_conversion.lead_grouped,2019-12-12,2019-12-12,1368,1493,500,Daily,476.75,Lead Generation,1.091374,54,8.828704,3.616879,348.501462,319.32351,23,158.91666666667
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,8,actions:onsite_conversion.lead_grouped,2019-12-12,2019-12-12,8970,9142,Using ad set budget,0,801.86,Lead Generation,1.019175,235,3.41217,2.570553,89.393534,87.71166,341,100.2325
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-12,2019-12-12,4905,5018,800,Daily,1011.54,Lead Generation,1.023038,73,13.856712,1.454763,206.2263,201.582304,120,505.77
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,3,actions:onsite_conversion.lead_grouped,2019-12-11,2019-12-11,1764,1816,500,Daily,494.16,Lead Generation,1.029478,54,9.151111,2.973568,280.136054,272.114537,14,164.72
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2019-12-11,2019-12-11,7730,7763,Using ad set budget,0,808.23,Lead Generation,1.004269,200,4.04115,2.576324,104.557568,104.113101,269,202.0575
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-11,2019-12-11,6534,6630,800,Daily,968.8,Lead Generation,1.014692,72,13.455556,1.085973,148.270585,146.12368,133,484.4
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,3,actions:onsite_conversion.lead_grouped,2019-12-10,2019-12-10,2041,2227,500,Daily,491.42,Lead Generation,1.091132,92,5.341522,4.131118,240.77413,220.664571,39,163.80666666667
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,16,actions:onsite_conversion.lead_grouped,2019-12-10,2019-12-10,10022,10227,Using ad set budget,0,814.26,Lead Generation,1.020455,192,4.240938,1.877383,81.247256,79.618657,402,50.89125
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2019-12-10,2019-12-10,6050,6184,800,Daily,1004.5,Lead Generation,1.022149,83,12.10241,1.342173,166.033058,162.435317,123,251.125
Focus-Design-Form-8-Dec-19-Ver-1.0-New,6145893836957,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-09,2019-12-09,1316,1448,500,Daily,391.08,Lead Generation,1.100304,39,10.027692,2.69337,297.173252,270.082873,25,195.54
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,6,actions:onsite_conversion.lead_grouped,2019-12-09,2019-12-09,10720,11029,Using ad set budget,0,775.68,Lead Generation,1.028825,229,3.387249,2.076344,72.358209,70.330946,421,129.28
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-09,2019-12-09,6404,6646,800,Daily,1029.25,Lead Generation,1.037789,108,9.530093,1.625038,160.719863,154.86759,196,514.625
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-12-09,2019-12-09,16,16,500,Daily,5,Lead Generation,1,4,1.25,25,312.5,312.5,,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2019-12-08,2019-12-08,9146,9431,Using ad set budget,0,804.15,Lead Generation,1.031161,217,3.70576,2.300922,87.923682,85.266674,432,160.83
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2019-12-08,2019-12-08,5218,5342,800,Daily,1029.82,Lead Generation,1.023764,79,13.035696,1.478847,197.359141,192.777986,169,257.455
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,14,actions:onsite_conversion.lead_grouped,2019-12-07,2019-12-07,7492,7664,Using ad set budget,0,935.59,Lead Generation,1.022958,225,4.158178,2.935804,124.878537,122.075939,275,66.827857142857
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,7,actions:onsite_conversion.lead_grouped,2019-12-07,2019-12-07,5220,5363,800,Daily,1173.64,Lead Generation,1.027395,84,13.971905,1.566288,224.835249,218.840201,108,167.66285714286
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-12-07,2019-12-07,1265,1370,500,Daily,324.23,Lead Generation,1.083004,46,7.048478,3.357664,256.3083,236.664234,38,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,7,actions:onsite_conversion.lead_grouped,2019-12-06,2019-12-06,8022,8234,Using ad set budget,0,927.4,Lead Generation,1.026427,201,4.61393,2.441098,115.607081,112.630556,292,132.48571428571
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-06,2019-12-06,7006,7238,800,Daily,1147.6,Lead Generation,1.033114,94,12.208511,1.298701,163.802455,158.552086,130,573.8
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-12-06,2019-12-06,1466,1539,500,Daily,283.19,Lead Generation,1.049795,45,6.293111,2.923977,193.171896,184.009097,33,
"Adbuddy_Fervent_mcnulty
_Ver_1.0",6145165409157,archived,,,2019-12-05,2019-12-05,2,2,Using ad set budget,0,0.01,Traffic,1,0,0,0,5,5,,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,12,actions:onsite_conversion.lead_grouped,2019-12-05,2019-12-05,8188,8520,Using ad set budget,0,931.02,Lead Generation,1.040547,210,4.433429,2.464789,113.705423,109.274648,376,77.585
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-05,2019-12-05,8106,8389,800,Daily,1174.21,Lead Generation,1.034912,102,11.511863,1.215878,144.856896,139.970199,211,587.105
"Adbuddy_Fervent_mcnulty
_Ver_1.0",6145165409157,archived,1,actions:link_click,2019-12-04,2019-12-04,102,102,Using ad set budget,0,0.68,Traffic,1,1,0.68,0.980392,6.666667,6.666667,1,0.68
Adbuddy_Distracted_lovelace_ver_1.0,6145146866357,archived,,,2019-12-04,2019-12-04,2,2,Using ad set budget,0,0.01,Traffic,1,0,0,0,5,5,,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-12-04,2019-12-04,2013,2128,500,Daily,359.73,Lead Generation,1.057129,83,4.334096,3.900376,178.703428,169.046053,74,359.73
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,146,actions:link_click,2019-12-03,2019-12-03,3541,4208,Using ad set budget,0,199.56,Traffic,1.188365,150,1.3304,3.564639,56.356961,47.423954,1674,1.3668493150685
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-03,2019-12-03,3415,3659,500,Daily,573.8,Lead Generation,1.071449,136,4.219118,3.716863,168.023426,156.818803,105,286.9
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,681,actions:link_click,2019-12-02,2019-12-02,15276,20209,Using ad set budget,0,926.66,Traffic,1.322925,737,1.257341,3.64689,60.661168,45.853828,8301,1.3607342143906
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-12-02,2019-12-02,253,259,500,Daily,86.38,Lead Generation,1.023715,4,21.595,1.544402,341.422925,333.513514,3,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2019-12-01,2019-12-01,2752,3076,500,Daily,501.84,Lead Generation,1.117733,101,4.968713,3.283485,182.354651,163.146944,85,250.92
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,,,2019-12-01,2019-12-01,1108,1125,Using ad set budget,0,213.15,Lead Generation,1.015343,6,35.525,0.533333,192.373646,189.466667,6,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-30,2019-11-30,3420,3602,500,Daily,571.4,Lead Generation,1.053216,120,4.761667,3.331483,167.076023,158.634092,96,190.46666666667
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,4,actions:onsite_conversion.lead_grouped,2019-11-30,2019-11-30,3857,4123,Using ad set budget,0,577.63,Lead Generation,1.068966,39,14.811026,0.945913,149.761473,140.099442,26,144.4075
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,4,actions:onsite_conversion.lead_grouped,2019-11-29,2019-11-29,976,982,300,Daily,74.72,Lead Generation,1.006148,65,1.149538,6.619145,76.557377,76.089613,20,18.68
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-29,2019-11-29,2323,2528,500,Daily,505.18,Lead Generation,1.088248,98,5.154898,3.876582,217.46879,199.833861,73,168.39333333333
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,81,actions:link_click,2019-11-28,2019-11-28,2888,3499,Using ad set budget,0,93.67,Traffic,1.211565,86,1.089186,2.457845,32.434211,26.770506,764,1.1564197530864
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,8,actions:onsite_conversion.lead_grouped,2019-11-28,2019-11-28,2703,2831,300,Daily,212.13,Lead Generation,1.047355,201,1.055373,7.099965,78.479467,74.93112,60,26.51625
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2019-11-28,2019-11-28,3236,3321,500,Daily,520.33,Lead Generation,1.026267,95,5.477158,2.860584,160.79419,156.678711,78,260.165
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,658,actions:link_click,2019-11-27,2019-11-27,22388,28410,Using ad set budget,0,810.28,Traffic,1.268983,710,1.141239,2.49912,36.192603,28.520943,5146,1.2314285714286
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,,,2019-11-27,2019-11-27,64,64,300,Daily,4.6,Lead Generation,1,3,1.533333,4.6875,71.875,71.875,,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-11-27,2019-11-27,2543,2687,500,Daily,417.82,Lead Generation,1.056626,70,5.968857,2.605136,164.302006,155.496837,66,417.82
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,564,actions:link_click,2019-11-26,2019-11-26,20084,25264,Using ad set budget,0,743.64,Traffic,1.257917,632,1.176646,2.501583,37.026489,29.434769,3916,1.3185106382979
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,6,actions:onsite_conversion.lead_grouped,2019-11-26,2019-11-26,2123,2157,300,Daily,188.97,Lead Generation,1.016015,133,1.420827,6.165971,89.010834,87.607789,46,31.495
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,7,actions:onsite_conversion.lead_grouped,2019-11-26,2019-11-26,6602,6602,Using ad set budget,0,668.94,Lead Generation,1,144,4.645417,2.181157,101.323841,101.323841,240,95.562857142857
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2019-11-26,2019-11-26,4317,4446,800,Daily,900.23,Lead Generation,1.029882,67,13.436269,1.506973,208.531388,202.480882,86,225.0575
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2019-11-26,2019-11-26,2962,3140,500,Daily,493.89,Lead Generation,1.060095,77,6.414156,2.452229,166.742066,157.289809,76,246.945
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,408,actions:link_click,2019-11-25,2019-11-25,17348,19880,Using ad set budget,0,525.05,Traffic,1.145953,456,1.151425,2.293763,30.265737,26.410966,2272,1.286887254902
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-25,2019-11-25,3045,3061,300,Daily,342.63,Lead Generation,1.005255,210,1.631571,6.860503,112.522167,111.934008,61,114.21
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2019-11-25,2019-11-25,10518,10666,Using ad set budget,0,778.98,Lead Generation,1.014071,213,3.657183,1.997,74.061609,73.03394,332,155.796
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-25,2019-11-25,5662,5991,800,Daily,998.09,Lead Generation,1.058107,91,10.968022,1.518945,176.2787,166.598231,118,332.69666666667
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-11-25,2019-11-25,2522,2712,500,Daily,486.51,Lead Generation,1.075337,74,6.574459,2.728614,192.906423,179.391593,61,486.51
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,306,actions:link_click,2019-11-24,2019-11-24,7278,10054,Using ad set budget,0,303.12,Traffic,1.381423,328,0.924146,3.262383,41.648805,30.149194,2516,0.99058823529412
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,15,actions:onsite_conversion.lead_grouped,2019-11-24,2019-11-24,11408,11499,Using ad set budget,0,803.03,Lead Generation,1.007977,233,3.446481,2.026263,70.39183,69.834768,491,53.535333333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2019-11-24,2019-11-24,7296,7478,800,Daily,1002.49,Lead Generation,1.024945,97,10.334948,1.297138,137.402686,134.058572,160,1002.49
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2019-11-24,2019-11-24,2868,3037,500,Daily,504.87,Lead Generation,1.058926,62,8.143065,2.041488,176.035565,166.23971,52,252.435
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,249,actions:link_click,2019-11-23,2019-11-23,6446,9263,Using ad set budget,0,296.42,Traffic,1.437015,264,1.122803,2.850049,45.985107,32.000432,1736,1.1904417670683
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-23,2019-11-23,1238,1244,300,Daily,96.67,Lead Generation,1.004847,50,1.9334,4.019293,78.085622,77.709003,22,32.223333333333
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,16,actions:onsite_conversion.lead_grouped,2019-11-23,2019-11-23,9278,9483,Using ad set budget,0,925.94,Lead Generation,1.022095,204,4.538922,2.151218,99.799526,97.642096,434,57.87125
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,5,actions:onsite_conversion.lead_grouped,2019-11-23,2019-11-23,6002,6217,800,Daily,1166.55,Lead Generation,1.035821,109,10.702294,1.753257,194.360213,187.638733,151,233.31
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,4,actions:onsite_conversion.lead_grouped,2019-11-23,2019-11-23,2881,3051,500,Daily,551.41,Lead Generation,1.059007,58,9.507069,1.901016,191.395349,180.730908,59,137.8525
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,263,actions:link_click,2019-11-22,2019-11-22,6886,8561,Using ad set budget,0,293.07,Traffic,1.243247,280,1.046679,3.270646,42.560267,34.23315,1546,1.1143346007605
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,7,actions:onsite_conversion.lead_grouped,2019-11-22,2019-11-22,4051,4194,300,Daily,345.82,Lead Generation,1.0353,234,1.477863,5.579399,85.366576,82.455889,64,49.402857142857
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,9,actions:onsite_conversion.lead_grouped,2019-11-22,2019-11-22,7866,8297,Using ad set budget,0,924.46,Lead Generation,1.054793,244,3.78877,2.940822,117.526062,111.420996,333,102.71777777778
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-22,2019-11-22,3146,3281,800,Daily,1147,Lead Generation,1.042912,62,18.5,1.889668,364.589956,349.58854,73,382.33333333333
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-11-22,2019-11-22,2583,2741,500,Daily,532.44,Lead Generation,1.061169,88,6.050455,3.210507,206.132404,194.250274,77,
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,118,actions:link_click,2019-11-21,2019-11-21,4412,5278,Using ad set budget,0,157.76,Traffic,1.196283,127,1.242205,2.406214,35.757026,29.89011,698,1.3369491525424
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,6,actions:onsite_conversion.lead_grouped,2019-11-21,2019-11-21,4074,4165,300,Daily,342.75,Lead Generation,1.022337,259,1.323359,6.218487,84.131075,82.292917,63,57.125
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,10,actions:onsite_conversion.lead_grouped,2019-11-21,2019-11-21,7546,7654,Using ad set budget,0,934.1,Lead Generation,1.014312,191,4.890576,2.495427,123.787437,122.040763,264,93.41
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2019-11-21,2019-11-21,5344,5431,800,Daily,1152.13,Lead Generation,1.01628,79,14.583924,1.454612,215.593189,212.139569,92,1152.13
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-11-21,2019-11-21,2624,2825,500,Daily,521.21,Lead Generation,1.076601,82,6.35622,2.902655,198.63186,184.499115,62,
AskJuno-Click-Major-Cities-19-Nov-19-Ver-1.0,6142210802557,inactive,246,actions:link_click,2019-11-20,2019-11-20,10836,11397,Using ad set budget,0,330.15,Traffic,1.051772,288,1.146354,2.526981,30.467885,28.96815,834,1.3420731707317
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,5,actions:onsite_conversion.lead_grouped,2019-11-20,2019-11-20,1856,1877,300,Daily,138.79,Lead Generation,1.011315,138,1.005725,7.352158,74.779095,73.942461,37,27.758
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,,,2019-11-20,2019-11-20,1416,1427,Using ad set budget,0,166.58,Lead Generation,1.007768,52,3.203462,3.644008,117.641243,116.734408,55,
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,,,2019-11-20,2019-11-20,1098,1105,800,Daily,201.1,Lead Generation,1.006375,20,10.055,1.809955,183.151184,181.99095,34,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-11-20,2019-11-20,2372,2564,500,Daily,518.15,Lead Generation,1.080944,99,5.233838,3.861154,218.444351,202.086583,65,
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-19,2019-11-19,3428,3510,300,Daily,237.12,Lead Generation,1.023921,168,1.411429,4.786325,69.171529,67.555556,51,79.04
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2019-11-19,2019-11-19,8452,8499,Using ad set budget,0,634.24,Lead Generation,1.005561,239,2.653724,2.812096,75.040227,74.62525,371,158.56
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2019-11-19,2019-11-19,5554,5703,800,Daily,764.76,Lead Generation,1.026828,68,11.246471,1.192355,137.695355,134.097843,84,764.76
Max-life-Test-06-Nov-19-Ver-1.0,6140166342757,inactive,12,actions:onsite_conversion.lead_grouped,2019-11-19,2019-11-19,958,968,300,Daily,89.32,Lead Generation,1.010438,156,0.572564,16.115702,93.235908,92.272727,65,7.4433333333333
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2019-11-19,2019-11-19,2057,2158,500,Daily,375.66,Lead Generation,1.049101,58,6.476897,2.687674,182.625182,174.07785,42,187.83
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,7,actions:onsite_conversion.lead_grouped,2019-11-18,2019-11-18,4898,5071,300,Daily,303.41,Lead Generation,1.035321,291,1.042646,5.738513,61.945692,59.83238,90,43.344285714286
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,11,actions:onsite_conversion.lead_grouped,2019-11-18,2019-11-18,8350,8703,Using ad set budget,0,795.31,Lead Generation,1.042275,260,3.058885,2.987476,95.246707,91.383431,300,72.300909090909
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2019-11-18,2019-11-18,5500,5673,800,Daily,981.23,Lead Generation,1.031455,122,8.042869,2.150538,178.405455,172.964922,114,490.615
Max-life-Test-06-Nov-19-Ver-1.0,6140166342757,inactive,21,actions:onsite_conversion.lead_grouped,2019-11-18,2019-11-18,1291,1371,300,Daily,93.63,Lead Generation,1.061967,217,0.431475,15.827863,72.525174,68.293217,81,4.4585714285714
Jaya-Interiors-17-Aug-19-Ver-1.0,6129536051957,inactive,1,actions:onsite_conversion.lead_grouped,2019-11-18,2019-11-18,2095,2198,Using ad set budget,0,176.76,Lead Generation,1.049165,67,2.638209,3.048226,84.372315,80.418562,38,176.76
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2019-11-18,2019-11-18,2145,2308,500,Daily,502.43,Lead Generation,1.075991,96,5.233646,4.159445,234.2331,217.690641,60,167.47666666667
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,1,actions:onsite_conversion.lead_grouped,2019-11-18,2019-11-18,1179,1196,Using ad set budget,0,178.14,Lead Generation,1.014419,8,22.2675,0.668896,151.094148,148.946488,6,178.14
Ramesh-Agency-14-Nov-19-Ver-1.0,6141486836557,inactive,9,actions:onsite_conversion.lead_grouped,2019-11-17,2019-11-17,3754,3900,300,Daily,287.52,Lead Generation,1.038892,255,1.127529,6.538462,76.590304,73.723077,75,31.946666666667
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,12,actions:onsite_conversion.lead_grouped,2019-11-17,2019-11-17,8660,8904,Using ad set budget,0,804.62,Lead Generation,1.028176,289,2.784152,3.245732,92.91224,90.366128,423,67.051666666667
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2019-11-17,2019-11-17,4082,4290,800,Daily,1004.29,Lead Generation,1.050955,98,10.247857,2.284382,246.028907,234.100233,106,251.0725
Max-life-Test-06-Nov-19-Ver-1.0,6140166342757,inactive,12,actions:onsite_conversion.lead_grouped,2019-11-17,2019-11-17,968,979,300,Daily,83.53,Lead Generation,1.011364,139,0.600935,14.198161,86.291322,85.321757,51,6.9608333333333
