Reporting starts,Reporting ends,Campaign name,Campaign ID,Campaign delivery,Results,Result indicator,Reach,Impressions,Cost per results,Ad set budget,Ad set budget type,Amount spent (INR),Objective,Frequency,Clicks (all),CPC (all) (INR),CTR (all),"Cost per 1,000 people reached (INR)","CPM (cost per 1,000 impressions) (INR)",Page engagement
2021-05-23,2021-05-23,MCKLEAN-STUDIO-OWN,6107484047957,inactive,,,0,0,,Using ad set budget,0,0,Lead Generation,0,0,0,0,0,0,
2021-05-22,2021-05-22,Job: Sales Enthusiast,6235900176757,inactive,,,0,0,,74.98,Daily,0,CONVERSIONS,0,0,0,0,0,0,
2021-05-22,2021-05-22,Sales Recruitment - Test 8Apr21,6235521291757,inactive,,,0,0,,Using ad set budget,0,0,Traffic,0,0,0,0,0,0,
2021-05-22,2021-05-22,Max-life-Pondy-31-Dec-20,6222462780557,inactive,,,0,0,,Using ad set budget,0,0,Lead Generation,0,0,0,0,0,0,
2021-05-22,2021-05-22,MCKLEAN-STUDIO-OWN,6107484047957,inactive,,,0,0,,Using ad set budget,0,0,Lead Generation,0,0,0,0,0,0,
2021-05-21,2021-05-21,Job: Sales Enthusiast,6235900176757,inactive,,,0,0,,74.98,Daily,0,CONVERSIONS,0,0,0,0,0,0,
2021-05-21,2021-05-21,Sales Recruitment - Test 8Apr21,6235521291757,inactive,,,0,0,,Using ad set budget,0,0,Traffic,0,0,0,0,0,0,
2021-05-21,2021-05-21,Max-life-Pondy-31-Dec-20,6222462780557,inactive,,,0,0,,Using ad set budget,0,0,Lead Generation,0,0,0,0,0,0,
2021-05-21,2021-05-21,MCKLEAN-STUDIO-OWN,6107484047957,inactive,,,0,0,,Using ad set budget,0,0,Lead Generation,0,0,0,0,0,0,
2021-05-20,2021-05-20,Job: Sales Enthusiast,6235900176757,inactive,,,0,0,,74.98,Daily,0,CONVERSIONS,0,0,0,0,0,0,
2021-05-20,2021-05-20,Sales Recruitment - Test 8Apr21,6235521291757,inactive,,,0,0,,Using ad set budget,0,0,Traffic,0,0,0,0,0,0,
